V1,V2
"a,e,o,d,c,t,p","accept,acetat,cape,coate,coda,dacapo,data,dato,etape,etat,opad,padde,papa,taco,tapet,tappe,tattoo,toccata,acetatet,aede,coat,coatet,coatede,dacapoet,dada,dataet,date,datet,datede,etaet,pace,pacet,pacede,pappet,patte,pattet,pattede,tape,tapede,tapetet,tappet,tappede,tattooet"
"d,n,a,h,i,l,g","adgang,adhd,adling,daglang,daglig,dagligdag,dagning,dahlia,dang,dild,ding,gilding,gildning,glad,glid,glidning,gnidning,handling,hanggliding,hind,hindi,iland,indad,indgang,indgnidning,indhandling,indladning,indland,ladning,land,landdag,landgang,landing,landlig,nidding,dada,dadl,dingl,gild,gnid,handl,ildn,indgnid,indhandl,indlad,lind"
"o,n,d,e,c,h,a","anno,annonce,anode,chaconne,coach,coache,coda,done,donna,neon,node,none,nonne,ocean,odde,onde,annoncen,anoden,chaconnen,coachen,coachene,coachende,coachede,codaen,deoen,donen,donnaen,neonen,noden,nonen,nonnen,odden,oddene,oden"
"p,g,d,n,t,i,o","doping,indpodning,opdigt,opdigtning,opinion,option,optog,pind,ping,pingpong,podning,point,pond,ponton,popo,potning,tipi,tipning,tiptop,topping,topti,indoptog,indpod,pint"
"s,r,f,o,m,j,d","fosfor,moms,mors,morsom,odds,doms,fjords,fods,fors,fordoms,forfods,forms,formors,forords,fosfors,jods,jodoforms,jords,mods,mords,morfs,mormors,moros,ords,orms,rods,roms,rors,sods"
"d,l,a,b,f,g,s","affald,aflad,blad,dagblad,fagblad,fald,flad,flagdag,glad,afblad,affalds,afflad,aflads,bads,blads,dada,dadas,dadl,dags,dagblads,dals,fads,fagblads,falds,flagdags,lads,sadl"
"c,f,o,e,l,a,n","annonce,cancan,celle,cello,cellofan,cola,cool,enecelle,facon,fleece,loco,ocean,annoncen,cancanen,cellen,celloen,colaen,coole,enecellen,faconen,fleecen"
"d,r,u,i,p,l,a","dild,drap,drapa,laud,lipid,papiruld,plaid,prud,puld,radar,radial,raid,rapid,udad,urdu,dada,dadl,dalr,dril,padl,pladr,pludr,pudr,udlad,udlud,udrul"
"j,e,p,s,g,n,i","gnejs,jeep,jens,neje,nejning,pejs,pinje,sejpine,sjipning,sjippe,ejes,gnejsen,gnejsens,jeepen,jeepens,jeeps,jeepene,jeepenes,jegs,nejs,nejes,nejningen,nejningens,nejnings,pejsen,pejsens,pejsene,pejsenes,pejse,pejses,pinjen,pinjens,pinjes,sejen,sejens,sejs,seje,sejpin,sejpines,sjipningen,sjipningens,sjipnings,sjip,sjippes"
"l,n,d,a,k,o,v","anal,annal,dolk,kald,kalla,kalv,kanal,klan,kloak,kloakvand,klon,klonavl,klov,klovn,knold,koala,kold,kolon,konval,kval,lala,land,landlov,lava,lavland,lokal,lolland,london,look,nolo,oldkvad,valk,vallak,vallon,vandal,vandkalv,vandland,dadl,kalk,klok,knald,knokl,load,navl,oval,vakl,vokal,vold"
"l,g,f,u,r,i,a","agil,alfa,aula,faglig,farlig,figurlig,filial,filur,flag,flair,flig,fragil,frugal,fugl,galar,galla,glug,gral,grill,gullig,lala,liflig,liga,lilla,lugar,rural,ufarlig,ulig,urfugl,aflir,aflur,fifl,flagr,gafl,grifl,gufl,gurgl,lagr,rafl"
"p,k,o,l,m,a,r","alpaka,kamp,kampklar,kapok,kappa,kopar,kopra,korkprop,korporal,kraplak,krop,loop,omkamp,opak,opal,pampa,papa,papmor,park,parka,plak,pokal,pokalkamp,polak,polar,polka,polo,pomp,popo,pral,pram,proklama,prop,kapr,klamp,klap,klapr,kramp,krap,opklar,opkom,plapr,pool,prak"
"d,l,f,y,r,o,k","dolk,flokdyr,fodfolk,fodkold,forfod,forlyd,forord,fryd,fyld,fyldord,fyord,kold,lord,lydord,ordlyd,dyrk,flod,flyd,fodr,fold,fordr,fordyr,forlod,krydr"
"j,i,b,g,n,t,e","betjene,betjening,betjent,bintje,neje,nejning,tejne,tjene,tjetjenien,betjen,betjente,betjeningen,betjenten,betjentene,ejet,jeget,jetten,jettene,nejet,nejningen,tejnen,tjen,tjent,tjente"
"r,i,t,n,o,f,p","firti,forint,forpint,fortrin,fortrop,front,fronton,intro,ironi,nitrit,optrin,porno,port,portion,porto,portofri,print,prion,prior,profit,prop,proportion,proton,riff,rift,ripoff,rotor,torn,torp,tort,trin,trio,trip,trit,triton,trop,forfin,fort,forti,fortin,forton,frit,frir,nopr,opofr,portofrit,prof,proft,tror,tron"
"f,n,g,a,i,t,d","afgang,afgift,afgiftning,afgnidning,aftag,aftagning,fattig,fattigfin,fiffig,fnat,gafning,giftig,indfangning,indfatning,indgiftning,infant,intifada,nafta,taft,tagfat,tinfad,affat,affind,affandt,afgnid,fadt,fading,fang,fatning,fattigt,fattigfint,fiffigt,fint,find,fandt,finit,gift,giftigt,indfang,indfat,indfind,indfandt,indgift,infinit"
"i,n,d,r,l,a,b","alibi,anilin,baldrian,barbari,billard,billiard,bind,blid,blind,blini,brandbil,dild,dinar,iland,indad,indland,iran,irland,labil,lian,lilla,nadir,rabbi,radial,raid,bilabial,bild,dribl,dril,ibland,ildn,indbild,indbind,indbland,indlad,labial,lind,lindr,rind"
"a,r,w,s,f,o,d","farad,farao,farfar,fars,forfar,forfra,forward,radar,rosa,soda,sofa,affodr,affordr,aras,ards,dada,dadas,daos,fads,farads,faraos,farfars,forfars,fora,foras,forwards,rads,radars,sars,sodas,sofas"
"g,n,u,b,d,a,r","adgang,augur,baggang,baggrund,bagud,bagudgang,bang,brag,brugbar,bundgarn,burgund,dang,drug,gaga,gangbar,grab,grad,graddag,grand,gudbarn,guru,raga,rundgang,uddrag,udgang,uganda,ungarn,agrar,andrag,angr,brug,bugn,drag,gang,garn,gnub,gran,grub,grund,gungr,rang,rung,udgrund,udrug,unddrag"
"i,t,r,b,n,o,k","bikini,bikort,bionik,brik,brink,brint,brintion,bronkit,ikon,intro,ironi,kinin,kino,kitin,knirk,kritik,kronik,nibonit,nikotin,niti,nitrit,otti,ribbort,toti,trikin,trikot,trin,trio,trit,triton,birk,knib,knitr,konti,rink,tint"
"v,e,u,d,i,f,l","duve,elev,elleve,ellevild,levvel,livfuld,livvidde,luve,udeliv,udleve,udve,udvide,vidde,vild,vildlede,ville,duvede,ellevilde,elve,leve,levede,live,livede,livfulde,luvede,udlev,udlevede,udvid,udvidede,ulve,veddede,viede,vide,videde,vilde,vildled"
"n,a,u,r,b,d,m","anbrud,annuum,banan,bandana,bardun,barn,brandbar,branddam,brandmand,brandmur,brun,bund,mand,mandbar,manddrab,manna,mund,nandu,nauru,ramadan,rand,rund,rundmund,uran,urban,urund,annam,annua,band,brand,dundr,nubr,uddan,udmund,undr"
"k,v,d,m,b,e,n","bekende,bekneb,bekvem,bekvemme,enke,kede,kneben,vedkende,bekend,bekendende,bekvemmende,bekvemmede,enken,kedende,kedede,kende,kend,kendende,kneb,knebene,knebne,vedkend,vedkendende"
"h,c,e,g,a,r,t","attachere,attrahere,charge,chargere,charter,chartre,chartrer,chat,chatte,chatter,hare,heat,herre,herreret,theta,tragthat,trehage,attacher,attacheret,attacherer,attraher,attraheret,attraherer,charger,chargeret,chargerer,chartret,charteret,chartr,chartrere,chattet,chattere,hage,hager,haget,harer,hatte,heatet,herrer,herreretter,thetaet,thetaer,tragthatte,trehager"
"v,l,e,k,t,i,h","elev,elleve,ellevte,hive,hvil,kvikke,kvilte,kvit,kvitte,levit,levvel,tvivl,tvivle,vehikel,vikke,vikkel,vikle,ville,elve,hivet,hevet,hvilet,hvile,hvilt,hvilte,hvilket,hvilke,kvie,kviet,kvik,kvikt,kvikket,kvilt,kviltet,kvittet,leve,levet,levvellet,livet,live,tvivlet,vehiklet,viet,vikl,viklet,villet"
"l,s,n,o,d,b,r","blod,bloddonor,blond,lods,london,lord,nolo,orlon,oslo,rollon,snold,blods,bloddonors,bobl,bold,bolds,dobl,drosl,lobs,londons,lords,nolos,orlons,oslos,rollons,snolds,sols,sold,solds,solo,solos"
"a,r,i,e,c,o,p","arie,arier,arre,cairo,cape,capoeira,capriccio,carpaccio,ciao,crepepapir,opera,pacer,papa,papir,parere,pari,paria,parre,racer,reparere,apper,araer,ariere,arrer,caper,capriccioer,crepepapirer,operaer,pace,pacere,papper,papaer,papirer,parer,parerer,pariaer,parrer,race,racere,rappe,rapper,rare,reparer,reparerer"
"u,k,f,a,t,m,e","akut,efeu,faktum,futte,kukke,kukkuk,kumme,kutte,mammut,muffe,mukke,tuet,tuftet,tutte,utak,utakt,akutte,faktummet,futtet,kuet,kukket,mukket,mutte,tauet,tuttet"
"l,n,h,a,g,o,i","agil,aioli,anal,analog,analogi,angola,anilin,annal,galan,galion,galla,gallon,galning,galon,gigolo,gnalling,hagl,halal,hall,hallo,halo,halon,hanlig,hooligan,iglo,iling,lala,lang,lanolin,lian,liga,lignin,ligning,lilla,linning,loggia,logi,login,logning,logo,logon,nagling,nolo,angl,glan,googl,lign,nagl"
"u,r,n,c,a,y,e","aura,ecru,nauru,nauruer,nuance,nuancere,rune,runner,uran,uren,urne,yuan,yucca,annuaene,annua,auraen,auraerne,auraer,naurueren,nauruerne,nauruere,nuancen,nuancerne,nuancer,nuancerer,runen,runerne,runer,runneren,runnerne,runnere,ruren,rurerne,rurer,urerne,urer,urene,uranen,urnen,urnerne,urner,yuanen,yuanene,yuccaen,yuccaerne,yuccaer"
"r,o,k,m,a,g,v","agora,aroma,arrak,avra,grav,gravko,grog,grov,kargo,karm,karma,kork,krak,krav,krog,krom,makro,marmor,marokko,marv,mormor,moro,okra,raga,rokoko,roma,varm,varv,vrag,agrar,garv,gram,gror,karv,kram,kror,kromgarv,kvark,magr,mark,morak,omram"
"p,r,g,i,a,n,j","grappa,grip,japan,nappa,pagaj,pagina,panini,papa,papaja,papir,pari,paria,parring,ping,pirring,prag,praj,prajning,rapning,prang"
"b,f,n,a,e,k,j","banan,banje,bebe,bejae,bekneb,bene,fejebakke,jabbe,kebab,kneben,aben,bakken,bakke,bananen,bane,banen,banjen,bank,banken,bankene,banke,beja,benene,ebbe,ebben,fejebakken,jabbene,kebabben,kneb,knebene,knebne"
"h,l,e,i,t,y,r","heile,heller,hellere,heri,herre,herreret,hertil,hille,hitte,hittit,hyle,hyler,hylle,thriller,tilhylle,heil,heilet,heiler,hele,helt,helet,heler,helle,helte,herrer,herreretter,hiet,hier,hittet,hitter,hittitter,hylet,hylere,hyllet,hyller,hyre,hyrer,hyret,hytte,hytter,hyttet,thrillere,tilhyl,tilhyllet,tilhyller"
"t,f,n,a,g,d,l","aflagt,aftag,aftalt,agat,agnat,altan,altangang,andagt,antal,data,fatal,fladtang,fnat,ftalat,gagat,galant,galt,glat,nafta,taft,tagfat,taglagt,talg,tand,tanga,tant,tantal,affat,affandt,afglat,aflangt,aftal,analt,anfaldt,anlagt,antag,daglangt,fadt,faldt,fatalt,fandt,fladt,ladt,langt,lagt,talt,tang"
"n,b,r,g,u,o,d","bonbon,brun,brunrod,bund,burgund,donor,dorn,gong,gongong,grobund,grundbog,nordbo,nordud,rogn,rondo,rund,urund,bugn,dundr,gnub,grund,gungr,nord,nubr,ordn,rung,udgrund,unddrog,undr"
"g,m,o,a,n,k,p","angakok,gaga,gakgak,gamma,gnom,gogo,gong,gongong,gonokok,kapgang,kompagnon,magma,mangan,mango,monogam,opgang,opkog,gang,knag,manga,omgang"
"a,s,p,o,y,l,b","alba,asyl,baby,balsa,basal,lala,laos,laps,lasso,loyal,opal,papa,playboy,salsa,soap,spas,albas,alps,apps,asps,asyls,babys,bals,balsas,baps,boas,labs,lals,lassos,opals,pals,paps,papas,playboys,sabl,sals,salsas,slap,soaps"
"g,i,o,a,l,r,c","agil,agio,agora,arrig,callgirl,cigar,cigarillo,gaga,galar,galla,gigolo,giro,glacial,glaciolog,glaciologi,gloria,glorrig,gogo,gorilla,gracil,gral,grill,grog,iglo,liga,loggia,logi,logo,raga,rolig,agrar,glor,googl,gror,lagr,largo,logr"
"l,r,k,o,i,m,a","aioli,alarm,alkali,amoral,kali,kalla,kamarilla,karl,karriol,kilo,klam,klar,klik,klima,klir,kloak,klor,klorkalk,koala,kolik,kolli,koralkalk,kraal,lala,larm,lilla,lokal,lollik,look,mail,malaria,mali,malm,mikroklima,molok,morlil,rallik,kalk,klamr,klok,koral,kril,krilr,lama,lirk,malk,moral,omklamr,oral,raml"
"l,s,d,n,u,y,f","flus,fuld,fyld,lund,luns,lyssyn,slud,sludfuld,syld,udlyd,undfly,fluns,flys,flyd,fylds,luds,lunds,lyds,lyns,lysn,lyssyns,nuls,nusl,sluds,slus,suls,syls,sylds,sysl,udfyld,udlud,udlyds,udslus,ulds,undflys"
"h,n,r,y,f,l,e","hellefyr,hellener,heller,hellere,henne,henry,herhen,herhenne,herre,hyfe,hyle,hyler,hylle,hele,heler,helle,hellen,hellerne,hellefyrene,helleneren,hellenerne,hellenere,herren,herrerne,herrer,hyfen,hyferne,hyfer,hylene,hyleren,hylerne,hylere,hyller,hyre,hyren,hyrerne,hyrer"
"j,d,e,h,a,n,l","ajle,ejendel,hjald,hjejle,jade,lejde,najade,naje,neje,ajlen,dejen,dejene,deje,ejende,ejede,ejendelen,ejendelene,ejendele,hajen,hjaldene,hjejlen,jaden,leje,lejen,lejende,lejede,najaden,najende,najede,nejende,nejede"
"k,r,d,v,a,l,t","arrak,attak,kald,kalla,kalv,karat,karl,katar,katarakt,klar,klat,kraal,krak,krat,krav,kravat,kravl,kvadrat,kvadrattal,kval,kvartal,laktat,taktart,talk,traktat,valk,vallak,drak,kaldt,kalk,kart,karv,klart,klatr,klavr,kvad,kvark,kvart,kvalt,rakt,takl,takt,trak,vakl,vakt"
"t,u,l,d,a,g,v","agat,dagvagt,data,dugt,gagat,galt,gavltag,glat,glut,lugt,taglagt,talg,tavl,tugt,tuvalu,uddata,udtag,udtalt,utal,utalt,utugt,uudtalt,vagt,valuta,dulgt,gult,guldgult,ladt,lavt,lagt,talt,udglat,udlagt,udtal,udvalgt,valt,valgt"
"i,a,g,l,d,t,c","agil,altid,citat,daglig,dagligdag,datid,datidig,digital,digt,dild,gigt,glacial,glacialtid,glid,liga,lilla,tidlig,tillid,tiltag,tital,agilt,dagligt,datidigt,digitalt,gild,glacialt,glit,iagttag,ilagt,lidt,ligt,tidligt,tildigt,tillad,tilladt,tillagt,tiltal,tiltalt,tilt"
"o,a,b,c,m,e,l","aloe,bebo,blomme,bobbe,bole,bomme,boom,boome,cello,cembalo,cola,cool,ebola,elbo,lobbe,loco,lomme,mambo,melbolle,memo,mobbe,molbo,mole,omme,boble,bobl,bolle,bombe,bomb,coole,olme"
"g,f,a,d,s,o,l","afslag,algod,flag,flagdag,fodslag,gaga,galla,glad,goddag,gogo,gold,logo,oldsag,saga,sago,salg,slag,slags,afgas,afslags,afslog,dags,fags,flags,flagdags,fodslags,fogs,gafs,gafl,gags,gals,gallas,glas,glos,gods,gogos,golf,golfs,googl,lags,logs,logos,oldsags,sags,sagas,sagos,salgs,slog"
"d,n,f,o,y,t,r","donor,dont,dorn,drot,dynd,forfod,forord,fryd,fynd,fyndord,fyord,nonfood,rondo,toddy,tynd,dyrt,fodr,fond,fordr,fordyr,forordn,fortryd,fortynd,nord,nydt,nyordn,ondt,ordn,tordn,tyndt"
"l,o,f,s,b,r,d","blod,bordfodbold,flos,fodbold,forlods,lods,lord,oslo,slof,blods,bobl,bold,bolds,bordfodbolds,dobl,drosl,flod,flods,flor,flors,fodbolds,fold,folds,fordobl,forlod,lobs,lords,oslos,slofs,sols,sold,solds,solo,solos"
"t,u,o,d,k,a,i","akut,attak,attika,audit,data,datid,dato,didaktik,ditto,dukat,idiot,idioti,iota,otti,taktik,tattoo,toti,tout,tutti,uddata,utak,utakt,autodidakt,diktat,dikta,takt"
"u,e,s,v,o,j,m","mousse,museum,sjusse,summe,suse,svumme,usus,uvejsom,emus,mousses,muse,muses,museums,sjus,sjusses,sums,summes,suses,svum,svummes,uvejsomme,vues"
"f,k,s,i,a,b,e","afasi,afbeskikke,afise,afse,afskaffe,afskibe,fiks,fikse,fise,fisk,fiske,fiskeskib,fisse,iskaffe,kaffe,skaffe,afasis,afbeskik,afbeskikkes,afis,afises,afses,afskaf,afskaffes,afskib,afskibes,fake,fakes,fase,fases,fifs,fikses,fises,fisks,fiskes,fiskeskibs,fiskeskibe,fiskeskibes,fisses,iskaffes,kaffes,skaf,skaffes"
"l,u,o,r,i,g,n","gigolo,glorrig,glug,grill,grilning,gullig,gurgling,iglo,iling,lignin,ligning,linning,logi,login,logning,logo,logon,lugning,nolo,orlon,rolig,rolling,rollon,rulning,runolog,runologi,ulig,urolig,urolog,urologi,glor,googl,guln,gurgl,lign,logr,nulr,ringl"
"p,s,t,b,r,k,o","korkprop,korps,krop,otoskop,popo,pors,port,porto,postboks,postkort,prop,rosport,spor,sport,spotsk,stop,stroboskop,strop,torp,trop,bops,kops,korkprops,krops,opspor,otoskops,pops,popos,ports,portos,post,posts,postkorts,pots,props,rosports,skorp,spors,sports,spot,spots,spotskt,stops,stroboskops,strops,tops,torps,trops"
"a,s,r,w,e,u,q","arre,assurere,aura,rase,rasere,reassurere,squaw,sura,aras,araer,araers,arrer,arres,arses,aser,asers,asser,assers,ases,assurer,assurerer,assureres,auras,auraer,auraers,rare,raser,rases,raserer,raseres,reassurer,reassurerer,reassureres,sars,sera,seras,squaws,squawer,squawers,suras,suraer,suraers"
"u,h,d,s,p,g,i","pighud,pudsig,pushup,sisu,sushi,udhus,usus,dugs,dups,guds,guid,huds,hugs,pighuds,puds,push,pushups,sisus,sugs,sushis,udhug,udsig,udsug"
"y,f,n,o,b,s,e","bybo,fnys,fnyse,fynbo,nynne,nyse,nysne,nysyn,syne,synes,yoyo,byen,byens,byboen,byboens,bybos,fnysene,fnysenes,fnyses,fyns,fynboen,fynboens,fynbos,nynnes,nysene,nysenes,nyses,nysneen,nysneens,nysnes,nysyns,nysynene,nysynenes,syes,syns,synene,synenes,yennen,yennens,yens,yennene,yennenes,yoyoen,yoyoens,yoyos"
"a,g,d,m,i,p,n","adgang,amid,angina,anima,dagning,damp,dampning,dang,gaga,gamma,gangning,imam,indad,inddampning,indgang,indmad,madding,madning,magi,magma,mama,mand,mandag,manddag,mandig,mangan,mani,manna,middag,mindmap,nappa,pagina,pampa,panama,panda,panini,papa,papand,pappadam,amning,annam,dada,gang,inddamp,manga,minima,pand"
"u,v,i,d,l,a,t","alluvialtid,audit,auditiv,aula,diluvialtid,laud,tutti,tuvalu,udad,udadtil,uddata,udtalt,utal,utalt,uudtalt,valuta,auditivt,udlad,udlud,udtal,udvid"
"p,n,v,a,i,g,r","grappa,grip,nappa,pagina,panini,papa,papir,papvin,pari,paria,parring,ping,pingvin,pirring,prag,rapning,varp,varpning,vipning,prang"
"n,v,s,l,i,m,o","insomni,million,millionvis,mini,mission,mono,nolo,olivin,simoni,svin,violin,vision,vons,insomnis,ions,lins,millions,minis,missions,monos,nolos,olivins,ovns,simonis,snos,svins,vins,violins,visions,visn"
"k,h,u,e,p,i,l","epik,hulk,hulke,hulkel,ikke,kele,kepi,kikhul,kikke,kippe,klik,klike,klikke,klip,klippehule,klukke,klukle,klup,kukke,kukkuk,kuli,kuple,kuppe,kuppel,pikke,pikkelhue,pilk,pilke,pluk,plukke,pukke,pukkel,pukle,pulk,ukulele,hike,hikke,hukke,hulkele,kile,klippe,kluk,kule,kupl,like,lukke,pukl,pulke,ulke"
"h,p,e,s,i,a,b","hapse,hase,hash,hashish,hashpibe,heppe,hippie,hisse,pasha,piphas,shah,haps,hapses,hases,hashs,hashishs,hashpibes,haspe,haspes,hasp,heppes,hibs,hippe,hippies,hisses,pashas,shahs"
"h,p,r,n,u,e,a","hane,hare,harpe,harpun,harpuner,harpunere,henna,henne,heppe,herhen,herhenne,herre,hunner,praha,puha,urhane,hannen,hannerne,hanner,hanen,hanerne,haner,haren,harerne,harer,harpen,harperne,harper,harpunen,harpunerne,harpuneren,harpunererne,harpunerer,hepper,herren,herrerne,herrer,huen,huerne,huer,hunnen,hunnerne,hunneren,hunnere,hurra,hurraerne,hurraer,urhanen,urhanerne,urhaner"
"i,f,t,r,b,o,l","bibliofili,bifil,bifili,bilfri,filt,fiol,firti,flirt,fobi,folio,forbi,forlibt,fortil,otti,ribbort,riff,rift,toti,trifli,trilobit,trio,triol,trit,bibliofil,bibliofilt,bifilt,bilfrit,fifl,filtr,forbitr,forlib,forti,frit,frir,lift,tilfil,tilt,tiltro,tiltror,tril,trilr"
"l,n,j,e,h,p,u","hjejle,hjul,hjule,hulle,jule,lulle,peele,pejle,plejl,pule,pulje,pulle,pulp,ellen,ellene,elle,hele,helle,hellen,hjejlen,hjulene,hjulpne,hjulpen,hule,hulen,julen,julene,leen,leje,lejen,lenene,leuen,luen,lune,luppen,peel,pejl,pleje,plejen,plej,plejlen,plejlene,plejle,puljen,pullen,pulpen"
"l,j,g,b,a,t,i","agil,alba,alibi,bagtil,bilag,biljagt,billig,galla,galt,glat,glib,labil,lala,liga,lilla,taglagt,talg,tiltag,tital,agilt,bagtal,bagtalt,bilabial,bilabialt,billigt,bilagt,glit,ilagt,labial,labialt,labilt,ligt,lagt,talt,talj,tillagt,tiltal,tiltalt,tilt"
"l,s,i,n,y,k,b","bilsyn,blini,blinklys,blis,issyl,klik,klinik,klinisk,klynk,klys,kykliky,libysk,link,lybsk,lyssky,lyssyn,skyl,slisk,bils,bilsyns,blik,bliks,blinis,blink,blinks,blys,issyls,kliks,klin,kliniks,klink,klinks,klynks,lins,links,lyns,lysk,lysn,lyssyns,skil,skyls,slib,slik,sliks,slisks,syls,sysl"
"v,r,a,k,f,e,j","affarve,afvej,afveje,avra,javakaffe,karve,kavaj,krav,krave,kvaj,kvaje,raver,vaje,vakker,varv,veje,vejer,vejr,vejre,verfe,verve,affarv,affarver,afrev,afvejer,arve,arver,aver,farve,farver,farv,javakaffer,karv,karver,kavajer,kraver,kvajer,kvark,kvarker,rave,ravere,vajer,vakre,vare,varer,veer,vejere,vejrer,verf,verfer"
"o,e,v,i,p,t,g","gogo,gogopige,opgive,optog,otte,otti,pivot,poet,pope,popo,poppe,poppet,pote,tepotte,tiptop,togo,togt,toppe,toppet,topti,toti,totte,tottet,tove,veto,vetoe,vogte,vovet,vovvov,egoet,epoet,opgiv,opgivet,oppe,oppet,optoget,otiet,poge,potte,pottet,toet,toget,toge,togtet,tovet,vetoet,vogt,vogtet,vove"
"f,d,s,r,o,u,k","fokus,forfod,fork,forord,forskud,forud,fosfor,fosforsur,fuks,fusk,fods,fodr,foks,fors,fordr,forfods,forks,forku,forords,forsk,forskuds,forsur,fosfors,furs,fusks,kufs,rufs,skuf,surf,udfordr,udfor,udforsk,ufos"
"l,i,c,b,o,s,r","bilos,bisol,blis,broccoli,cool,loco,oslo,silo,bils,bisols,bobl,broccolis,lirs,lobs,oslos,risl,scrol,silos,slib,sols,solo,solos,soli,solis"
"t,p,g,o,i,d,n","digt,digtning,ditto,dont,gigt,godt,idiot,idioti,indtog,niti,nitning,notning,opdigt,opdigtning,option,optog,otti,point,ponton,potning,tinding,tintning,tipi,tipning,tiptop,togo,togt,toning,topping,topti,toti,godtog,indoptog,ondt,pint,ting,tint,totn"
"c,g,a,e,l,n,s","acces,alsace,cancan,case,celle,elegance,enecelle,scanne,scene,seance,accessen,accessens,alsaces,cancanen,cancanens,cancans,casen,casens,cases,casene,casenes,cellen,cellens,celles,elegancen,elegancens,elegances,enecellen,enecellens,enecelles,scan,scannes,scenen,scenens,scenes,seancen,seancens,seances"
"p,l,a,i,t,m,u","ampul,apati,impala,multiplum,pampa,papa,papil,pilt,pullimut,pulp,pult,puma,pump,pupil,tamp,tipi,multipla,palatal,palatalt,pimp,plat,plump,plumpt,putti"
"u,e,a,v,o,l,k","aula,kalkkule,kalkule,klukke,klukle,kukke,kukkuk,kulak,lukkelov,lulle,luve,ukulele,ulave,vakuole,kluk,kluklo,kule,lukke,lukkelove,ulke,ulve"
"s,y,l,m,i,r,d","dims,drys,issyl,mislyd,miss,missil,mysli,rids,sild,simili,slid,slids,slim,slimdyr,smil,syld,dilds,drils,dyds,dyrs,idyls,ilds,iris,issyls,isys,isyr,lids,lims,lirs,lyds,mils,mislyds,missils,myrs,myslis,rims,risl,silds,similis,simr,sirs,slims,slimdyrs,smid,smils,syds,syls,sylds,sysl"
"l,n,r,o,k,t,d","dolk,klon,klor,knold,kold,kolon,kontrol,london,look,lord,lotto,nolo,orlon,rodknold,rollon,toldkontor,toldkontrol,tolk,trold,klok,knokl,koldt,lort,told,trokl"
"f,t,l,g,a,m,o","aflagt,afmagt,aftag,aftalt,alfa,fagot,fatal,flag,flom,foto,ftalat,loft,oftalmolog,taft,tagfat,toft,affat,afglat,afmal,afmat,aftog,aftal,falm,faml,fatalt,flam,flot,gafl,golf,omfat"
"r,k,t,y,o,f,d","doktor,drot,forfod,fork,forord,forrykt,fortryk,fryd,fyord,kork,rokoko,rotor,tort,tryk,trykfod,tyrk,dyrt,dyrk,fodr,fordr,fordyr,forkort,forryk,fort,fortryd,fortrykt,fortyk,kort,kror,krydr,tror,trykt"
"y,l,e,s,g,b,v","bebygge,bebyggelse,belyse,besyv,byge,bygge,gylle,gyse,gyvel,legesyg,lyse,lyve,selvbyg,syge,sysle,bebyg,bebygges,bebyggelses,belys,belyses,besyvs,blys,bygs,byges,bygges,gylles,gyses,gyvels,legesyge,lyses,lyves,selvbygs,syes,syges,syls,syle,syles,sysl,sysles,syssel,syssels,syvs"
"a,u,i,m,t,k,o","akut,amok,atom,attak,attika,automat,automatik,imam,iota,kakao,kaki,kamik,koma,komma,mama,mammut,mokka,taktik,tamkat,tamtam,tattoo,tomat,umami,utak,utakt,maki,takt,tamt"
"g,b,i,o,n,v,s","bivogn,boning,gibbon,gisning,gogo,gong,gongong,ising,isning,sining,sivning,snog,snoning,sogn,soning,svig,sving,svingning,visning,vogn,bingo,bingos,bivogns,bogs,bonings,gibs,gibbons,gigs,gins,gisn,gisnings,gogos,gongs,gongongs,isings,isnings,sign,sinings,sivnings,snig,snogs,snonings,sogns,sonings,svigs,svings,svingnings,vigs,visnings,vogns"
"t,i,f,w,e,h,o","foto,hitte,hittit,hofte,offwhite,ofte,otte,otti,tete,titte,toft,tofte,toti,totte,tottet,tweet,tweete,twitte,fiet,fiffet,fotoet,hiet,hittet,hoffet,hotte,otiet,teet,tiet,tittet,toet,tweetet,twit,twittet"
"j,e,l,t,r,f,i","ejer,feje,fejle,fejlfri,fejre,fiji,fjer,fjeret,fjerlet,fjert,fjerte,lejer,lejr,lejre,lilje,reje,rejf,rejfe,teltlejr,ejet,ejere,fejt,fejet,fejer,fejl,fejlet,fejler,fejlfrie,fejlfrit,fejr,fejret,fejrer,fjerlette,fjertet,fjerter,jetter,leje,lejet,lejere,lejret,lejrer,liljer,rejer,rejfer,rejfet,teltlejre"
"p,k,a,m,e,n,h","hamp,heppe,kamp,kamphane,kappa,knappe,kneppe,mappe,nappa,nappe,pampa,panama,papa,peake,peppe,appen,hampen,kampen,kampene,kampe,kamphanen,kappe,kappen,knap,knappen,knep,mappen,nappene,nappaen,pakke,pakken,pampaen,pappen,papaen,peak,pennen,pennene,penne"
"d,a,l,p,b,y,s","blad,byld,lady,lysbad,palads,plads,spabad,spyd,spydblad,sylblad,syld,adlyd,bads,blads,bylds,dada,dadas,dadl,dals,dybs,dyds,dyps,lads,ladys,lyds,lysbads,padl,sadl,spabads,spad,spyds,spydblads,syds,sylblads,sylds"
